Id,Name,Street Address,Suburb,Region,Store Type,CanPurchase,CanTopUp,CanRegisterCard,CanRefund,CanAlterExpire,AcceptsCash,AcceptsEFTPOS,AcceptsCreditCard,SellsGoCardAdult,SellsGoCardChild,SellsGoCardSenior,SellsGoCardConcession,SellsTouristPack,SellsSEQCard,unused1,unused2,Created,Modified,Active,Notes,Lat,Lng
429,East Ipswich station,Merton Street,East Ipswich,Western,station,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2010/01/09 08:38,2010/09/30 11:40,1, ,-27.61,152.775
430,Banoon station,82 Breton Street,Sunnybank,Brisbane South,station,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2010/01/09 08:41,2010/10/06 10:26,1,,-27.5763,153.046
431,Alderley station,Railway Place,Alderley,Brisbane North,station,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2010/01/13 13:42,2010/09/23 11:07,1, ,-27.4227,153
432,Altandi station,125 Mains Road,Sunnybank,Brisbane South,station,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2010/01/13 13:43,2010/10/06 10:25,1, ,-27.5821,153.063
433,North Greenslopes News,"Shop 1, 589 Logan Road",Greenslopes,Brisbane South,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/01/13 18:42,2010/09/30 12:16,1, ,-27.5074,153.051
434,Stones Corner Village News,"Shop 16, 405 Logan Road ",Stones Corner,Brisbane South,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/01/13 18:43,2010/10/06 10:22,1, ,-27.4998,153.046
436,Rainworth News,198 Boundary Road,Bardon,Brisbane North,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/01/13 18:57,2010/09/23 11:31,1, ,-27.4668,152.987
439,Biota Street News,155 Biota Street,Inala,Brisbane West,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/01/13 19:06,2010/09/30 12:26,1, ,-27.5874,152.973
440,Noosa Village News,"Shop 12, Noosa Village Shopping Centre, Gibson Road",Noosaville,Sunshine Coast,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/01/13 19:07,2010/10/05 12:16,1, ,-26.4014,153.065
441,Midway News and Casket,"Shop 2, 544 Oxley Avenue",Redcliffe,Northern,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/01/13 19:09,2010/10/05 12:37,1, ,-27.2173,153.112
442,Woody Point News,60A King Street,Woody Point,Northern,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/01/13 19:11,2012/08/03 12:08,2, ,-27.2502,153.104
443,Stewart Road Newsagency,"Shop 6, 17 Stewart Road",Ashgrove,Brisbane North,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/01/13 19:13,2010/09/23 11:27,1, ,-27.4449,152.992
444,The Fair Casket and Papershop,"Shop 15, Beaudesert Fair, cnr Anna and William Streets",Beaudesert,Southern,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/01/13 19:16,2010/09/23 11:32,1, ,-27.9891,152.998
445,Ezy Shop,"Shop 2, 108 Wickham Street",Fortitude Valley,Brisbane Central,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/01/13 19:18,2010/09/30 11:58,1, ,-27.4601,153.032
446,Holland Park News,109 Seville Road,Holland Park,Brisbane South,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/01/14 07:13,2012/11/05 15:37,1, ,-27.521718,153.074161
447,Kedron Newsagency and Casket Shop,359 Gympie Road (cnr Castle Road),Kedron,Brisbane North,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/01/14 07:14,2010/10/05 11:12,1, ,-27.4045,153.032
449,Sunshine News,"Shop 15, Mt Gravatt Plaza",Mount Gravatt,Brisbane South,retailer,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2010/01/14 07:18,2012/08/20 17:54,1, ,-27.5388,153.081
450,Northgate News,111 Ridge Street,Northgate,Brisbane North,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/01/14 07:19,2010/10/05 12:18,1, ,-27.3903,153.066
452,Sunnybank Hills News,"Sunny Hill Shopping Town, cnr Calam and Compton Roads",Sunnybank Hills,Brisbane South,retailer,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2010/01/14 07:23,2012/11/07 10:47,1, ,-27.6112,153.054448
453,Nextra Wynnum Plaza,"Shop 20, Wynnum Plaza Shopping Centre, 2021 Wynnum Road",Wynnum West,Eastern,retailer,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2010/01/14 07:24,2012/09/13 12:06,1, ,-27.4568,153.156
454,Beerwah station,Beerwah Parade,Beerwah,Northern,station,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2010/01/14 07:27,2010/09/23 11:36,1, ,-26.8582,152.958
455,Bethania station,Station Road,Bethania,Southern,station,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2010/01/14 07:28,2010/09/23 11:38,1, ,-27.6883,153.158
456,Birkdale station,Napier Street,Birkdale,Eastern,station,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2010/01/14 07:30,2010/09/23 11:40,1, ,-27.4938,153.218
457,Boondall station,Aberdeen Parade,Boondall,Brisbane North,station,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2010/01/14 07:30,2010/09/23 11:42,1, ,-27.3455,153.067
458,Airtrain Domestic Terminal,Airport Drive,Airport (Brisbane),Brisbane East,retailer,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,2010/01/14 07:31,2012/11/07 10:25,1,,-27.3852,153.119
459,Airtrain International Terminal,Airport Drive,Airport (Brisbane),Brisbane East,retailer,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,2010/01/14 07:41,2012/11/07 10:26,1,,-27.403,153.109
460,Bundamba station,Mining Street,Bundamba,Western,station,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2010/01/14 07:44,2010/09/23 12:27,1, ,-27.6075,152.805
461,Buranda station,Gillingham Street,Buranda,Brisbane South,station,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2010/01/14 07:45,2010/09/23 12:28,1, ,-27.4966,153.04
462,Chelmer station,140 Honour Avenue,Chelmer,Brisbane South,station,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2010/01/14 07:45,2010/09/30 11:17,1, ,-27.5116,152.973
463,Coopers Plains station,Henley Street,Coopers Plains,Brisbane South,station,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2010/01/14 07:46,2010/09/30 11:26,1, ,-27.5684,153.036
464,Cooroy station,Elm Street,Cooroy,Sunshine Coast,station,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2010/01/14 07:47,2010/09/30 11:28,1, ,-26.4187,152.911
465,Deagon station,Adams Street,Deagon,Northern,station,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2010/01/14 07:47,2010/09/30 11:34,1, ,-27.3273,153.063
466,Dinmore station,Mason Street,Dinmore,Western,station,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2010/01/14 07:48,2010/09/30 11:36,1, ,-27.5964,152.833
467,Doomben station,Lamington Avenue,Doomben,Brisbane North,station,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2010/01/14 07:48,2010/09/30 11:36,1, ,-27.4314,153.075
468,Ebbw Vale station,Brisbane Road,Ebbw Vale,Western,station,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2010/01/14 07:52,2010/09/30 11:40,1, ,-27.6033,152.822
469,Enoggera station,Glenalva Terrace,Enoggera,Brisbane North,station,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2010/01/14 07:53,2010/09/30 11:53,1, ,-27.4203,152.992
470,Fairfield station,Mildmay Street,Fairfield,Brisbane South,station,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2010/01/14 07:55,2010/09/30 11:55,1, ,-27.5095,153.028
471,Fruitgrove station,Beenleigh Road,Runcorn,Brisbane South,station,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2010/01/14 07:55,2010/10/05 12:44,1, ,-27.5983,153.08
472,Gaythorne Station,30 Station Avenue,Enoggera,Brisbane North,station,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2010/01/14 07:57,2010/09/30 11:54,1, ,-27.4193,152.986
473,Glasshouse Mountains station,Reed Street,Glasshouse Mountains,Northern,station,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2010/01/14 07:57,2010/09/30 12:12,1, ,-26.8997,152.957
474,Grovely station,Blaker Road,Grovely,Brisbane North,station,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2010/01/14 07:58,2010/09/30 12:17,1, ,-27.405,152.962
475,Hemmant station,38 Hemmant-Tingalpa Road,Hemmant,Brisbane East,station,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2010/01/14 07:59,2010/09/30 12:22,1, ,-27.4475,153.127
476,Holmview station,Spanns Road,Beenleigh,Southern,station,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2010/01/14 08:00,2010/09/23 11:34,1, ,-27.7095,153.187
477,Kingston station,Milky Way Street,Kingston,Southern,station,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2010/01/14 08:00,2010/10/05 11:21,1, ,-27.6574,153.118
478,Lindum station,Sibley Road,Lindum,Brisbane East,station,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2010/01/14 08:01,2010/10/05 11:25,1, ,-27.4421,153.145
479,Lota station,Railway Terrace,Lota,Brisbane East,station,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2010/01/14 08:02,2010/10/05 11:31,1, ,-27.4701,153.188
480,Moorooka station,1151 Ipswich Road,Moorooka,Brisbane South,station,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2010/01/14 08:03,2010/10/05 11:48,1, ,-27.5355,153.014
481,Murarrie station,Murarrie Road,Murarrie,Brisbane East,station,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2010/01/14 08:03,2012/08/20 17:57,1, ,-27.4648,153.105
482,Narangba station,448 Burpengary Road,Narangba,Northern,station,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2010/01/14 08:04,2010/10/05 12:07,1, ,-27.2029,152.961
483,Newmarket station,Abuklea Street,Newmarket,Brisbane North,station,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2010/01/14 08:05,2010/10/05 12:12,1, ,-27.4328,153.011
484,Norman Park station,Waite Street,Norman Park,Brisbane East,station,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2010/01/14 08:06,2010/10/05 12:17,1, ,-27.4818,153.062
485,North Boondall station,Aberdeen Street North,Boondall,Brisbane North,station,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2010/01/14 08:06,2010/09/23 11:43,1, ,-27.339,153.061
486,Nudgee station,Railway Street,Nudgee,Brisbane North,station,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2010/01/14 08:07,2010/10/05 12:20,1, ,-27.3656,153.084
487,Ormeau station,200 Mirambeena Drive,Pimpama,Southern,station,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2010/01/14 08:09,2010/10/05 12:34,1, ,-27.7991,153.282
488,Ormiston station,Wellington Street,Ormiston,Eastern,station,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2010/01/14 08:09,2010/10/05 12:25,1, ,-27.5146,153.256
489,Oxford Park station,Scanlan Road,Mitchelton,Brisbane North,station,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2010/01/14 08:10,2010/10/05 11:44,1, ,-27.4042,152.968
490,Palmwoods station,Chevallum Road,Palmwoods (Sunshine Coast Regional),Sunshine Coast,station,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2010/01/14 08:12,2012/08/20 18:02,1, ,-26.6886,152.961
491,Park Road station,Quarry Street,Woolloongabba,Brisbane South,station,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2010/01/14 08:14,2012/08/20 18:07,1, ,-27.4937,153.031
492,Redbank station,corner Brisbane Terrace and Weedman Street,Redbank,Western,station,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2010/01/14 08:15,2010/10/05 12:36,1, ,-27.5995,152.872
493,Riverview station,Moggill Ferry Road,Riverview (Ipswich City),Western,station,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2010/01/14 08:15,2012/08/20 18:11,1, ,-27.595,152.851
494,Rocklea station,Brooke Street,Rocklea,Brisbane South,station,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2010/01/14 08:16,2010/10/05 12:41,1, ,-27.5447,153.014
495,Sherwood station,Honour Avenue,Sherwood (Brisbane City),Brisbane South,station,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2010/01/14 08:17,2012/08/20 18:13,1, ,-27.5316,152.98
496,Shorncliffe station,Railway Parade,Shorncliffe,Brisbane North,station,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2010/01/14 08:17,2010/10/05 12:50,1, ,-27.3269,153.08
497,Sunshine Station,357 Bilsen Road,Geebung,Brisbane North,station,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2010/01/14 08:18,2012/08/20 18:18,1, ,-27.3753,153.056
498,Taringa station,1 Princess Street,Taringa,Brisbane West,station,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2010/01/14 08:18,2010/10/06 10:34,1, ,-27.493,152.982
499,Thorneside station,Railway Parade,Thorneside,Eastern,station,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2010/01/14 08:19,2010/10/06 10:39,1, ,-27.4864,153.193
500,Trinder Park station,Railway Parade,Trinder Park,Southern,station,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2010/01/14 08:20,2010/10/06 10:44,1, ,-27.6314,153.098
501,Wellington Point station,Station Street,Wellington Point,Eastern,station,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2010/01/14 08:21,2011/11/22 12:32,1, ,-27.494284,153.241914
502,Wilston station,Newmarket Road,Wilston,Brisbane North,station,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2010/01/14 08:22,2010/10/06 10:57,1, ,-27.4362,153.019
503,Windsor station,Eildon Road,Windsor,Brisbane North,station,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2010/01/14 08:22,2010/10/06 10:58,1, ,-27.4352,153.029
504,Wynnum station,Thorn Street,Wynnum,Eastern,station,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2010/01/14 08:23,2010/10/06 11:07,1, ,-27.4397,153.166
505,Wynnum North station,Cameron Parade,Wynnum,Eastern,station,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2010/01/14 08:24,2012/08/20 18:30,1, ,-27.4372,153.159
506,Yeerongpilly station,67 Wilkie Street,Yeerongpilly,Brisbane South,station,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2010/01/14 08:24,2010/10/06 11:11,1, ,-27.5255,153.014
507,South Bank station,Grey Street,South Brisbane,Brisbane Central,station,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,2010/01/15 11:18,2012/11/07 10:54,1, ,-27.4818,153.023
508,Sunbus Customer Service Counter,"Sunshine Plaza, Horton Parade",Maroochydore,Sunshine Coast,retailer,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,2010/01/19 16:56,2010/10/05 11:36,1, ,-26.6549,153.09
509,IGA Acacia Ridge,28 Elizabeth Street,Acacia Ridge,Brisbane South,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/01/20 07:48,2010/09/22 13:12,1, ,-27.5902,153.027
510,Suncorp Centre Newsagency,"Shop 3, Cnr Albert and Turbot Street",Brisbane (city),Brisbane Central,retailer,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,2010/01/20 08:00,2012/09/11 10:02,2, ,-27.4673,153.023
511,Ferny Hills News & Casket,"Shop 11, 126 Ferny Way",Ferny Hills,Brisbane North,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/01/20 08:05,2010/09/30 11:56,1, ,-27.4003,152.939
513,Moorooka News,1131 Ipswich Rd,Moorooka,Brisbane South,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/01/20 08:14,2010/10/05 11:48,1, ,-27.535,153.014
514,Oxley Newsagency,94 Cook Street,Oxley,Brisbane South,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/01/20 08:21,2011/01/24 12:02,1,,-27.5527,152.974
516,Wynnum Station News,181 Florence St,Wynnum,Brisbane East,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/01/20 08:26,2010/10/06 11:08,1, ,-27.4455,153.171
517,NewsXpress Albany Creek,Corner Old Northern Rd and Albany Forest Drive,Albany Creek,Brisbane North,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/01/20 08:37,2012/02/16 14:03,1, ,-27.3581,152.969
518,Video Ezy,"Bribie Island Shopping Centre, 241 Goodwin Drive",Bribie Island,Northern,retailer,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2010/01/20 08:39,2012/11/07 10:50,1, ,-27.0651,153.157
519,Logan Road News,1303 Logan Road,Mount Gravatt,Brisbane South,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/01/20 08:42,2012/08/20 17:53,1, ,-27.5341,153.075
520,Salisbury News,230 Lilian Avenue,Salisbury,Brisbane South,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/01/20 08:44,2010/10/05 12:46,1, ,-27.5546,153.033
521,Thornlands News & Casket,"Crystal Waters Shopping Centre, 51 Island Outlook Avenue",Thornlands,Eastern,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/01/20 08:47,2010/10/06 10:39,1, ,-27.558,153.266
522,Cat and Fiddle News,"Shop 7, 9 Morley Street",Toowong,Brisbane West,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/01/20 08:49,2012/09/17 12:56,2, ,-27.4779,152.989
523,North Wavell News,151 Hamilton Road,Wavell Heights,Brisbane North,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/01/20 08:51,2010/10/06 10:52,1, ,-27.3893,153.05
524,Mater Hill busway station,"Stanley Street, opposite Mater Public Hospital",South Brisbane,Brisbane Central,busway,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,2010/01/22 13:12,2010/10/05 12:56,1, ,-27.4842,153.028
525,King George Square busway station,"corner Ann and Roma Streets, access also available from Adelaide Street",Brisbane (city),Brisbane Central,busway,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,2010/01/22 13:15,2010/09/23 12:02,1, ,-27.4669,153.022
527,South Bank Busway station,corner of Tribune Street and Colchester Streets,South Brisbane,Brisbane Central,busway,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,2010/01/22 13:19,2012/03/14 15:44,1, ,-27.4807,153.022
529,Woolloongabba busway station,corner of Main Street and Stanley Streets,Woolloongabba,Brisbane South,busway,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,2010/01/22 13:21,2010/10/06 11:04,1, ,-27.486,153.035
530,Griffith University busway station,access to Plaza from roundabout at bottom of Sports Road ,Mount Gravatt,Brisbane South,busway,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,2010/01/22 13:23,2012/08/20 17:52,1, ,-27.5466,153.064
531,Upper Mount Gravatt busway station,McGregor Street,Upper Mount Gravatt,Brisbane South,busway,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,2010/01/22 13:24,2012/08/20 18:23,1, ,-27.5634,153.081
532,Highland Park News,104 Alexander Drive (corner Explorers Way),Highland Park,Gold Coast,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/01/22 13:25,2010/09/30 12:24,1, ,-27.5217,153.074
533,Cultural Centre busway station,corner of Grey and Melbourne Streets,South Brisbane,Brisbane Central,busway,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,2010/01/22 13:26,2012/03/16 15:57,1, ,-27.4732,153.019
534,Buranda busway station,O'Keefe Street,Buranda,Brisbane South,busway,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,2010/01/22 13:27,2010/09/23 12:28,1, ,-27.4971,153.039
535,RBWH busway station,Bowen Bridge Road,Herston,Brisbane North,busway,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,2010/01/22 13:28,2010/09/30 12:23,1, ,-27.4474,153.029
536,QUT Kelvin Grove busway station,between University and Victoria Park Golf Course,Kelvin Grove,Brisbane North,busway,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,2010/01/22 13:30,2010/10/05 11:13,1, ,-27.452,153.019
538,Terrace News,"Morris Towers, 149 Wickham Terrace ",Spring Hill,Brisbane North,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/01/22 13:31,2010/10/05 13:00,1, ,-27.4646,153.025
539,Chermside Bus Interchange,corner Gympie and Hamilton Roads,Chermside,Brisbane North,busother,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,2010/01/22 13:31,2011/10/25 14:06,1, ,-27.3854,153.031
540,Sunnybank News and Casket Agency,"Shop 22 Sunnybank Plaza, Mains Road",Sunnybank,Brisbane South,retailer,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2010/01/22 13:33,2012/11/07 10:46,1, ,-27.5706,153.062
541,Lucky Gold Convenience,3073 Gold Coast Highway,Surfers Paradise,Gold Coast,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/01/22 13:35,2012/09/25 13:06,2, ,-28.0051,153.428
542,Clark's Logan City Bus ticket kiosk Loganholme,"Logan Hyperdome, corner Pacific Highway and Bryants Road",Loganholme,Southern,retailer,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,2010/01/22 15:30,2012/02/16 14:03,1,,-27.6606,153.173
543,Clark's Logan City Bus ticket kiosk Springwood,Springwood bus station,Springwood,Southern,retailer,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,2010/01/22 16:35,2012/02/16 14:04,1,,-27.6144,153.126
544,Target News,"Shop 2 Central Buranda, Ipswich Road",Buranda,Brisbane South,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/01/28 09:08,2010/09/23 12:29,1,,-27.5005,153.035
548,Peregian Beach Newsagency,6 Kingfisher Drive,Peregian Beach,Sunshine Coast,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/01/28 09:14,2010/10/05 12:34,1,,-26.4812,153.096
550,Turbot Street News,375 Turbot Street,Spring Hill,Brisbane North,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/01/28 09:19,2012/09/06 15:00,2,,-27.4622,153.03
551,IGA Express Upper Mt Gravatt,1722 Logan Road,Upper Mount Gravatt,Brisbane South,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/01/28 09:20,2012/08/20 18:23,1,,-27.5481,153.081
552,Garden City bus interchange,South East Freeway near Garden City Shopping Centre (access via current bus interchange),Upper Mount Gravatt,Brisbane South,busother,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,2010/01/29 15:04,2012/08/20 18:24,1, ,-27.5631,153.081
554,Cannon Hill Friendly Grocer,73 Molloy Road,Cannon Hill,Brisbane East,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/02/05 16:21,2010/09/30 11:02,1,,-27.471,153.083
555,Spar Express,503 St Pauls Terrace,Fortitude Valley,Brisbane Central,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/02/05 16:22,2010/09/30 12:05,1,,-27.454,153.034
557,Logandale Plaza News,"Shop 10, Logandale Plaza, Cnr Beenleigh-Redland Bay Road and Logandale Boulevard",Loganholme,Southern,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/02/05 16:24,2011/02/11 13:31,1,,-27.6735,153.211
558,Rosewood News,12 John Street,Rosewood,Western,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/02/05 16:25,2010/10/05 12:42,1,,-27.6419,152.593
560,Shaw Road Newsagency,"Shop 3, 208-216 Shaw Road ",Wavell Heights,Brisbane North,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/02/05 16:30,2012/09/13 08:18,2,,-27.4,153.048
562,Nibble Coffee and Convenience Store,83 Hardgrave Road,West End (Brisbane City),Brisbane South,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/02/05 16:32,2012/08/20 18:25,1,,-27.4827,153.007
563,Kings Circle News / Caboolture Officesmart,287 King Street,Caboolture,Northern,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/02/16 14:18,2010/09/30 10:59,1,,-27.076,152.929
564,Newsxpress Gumdale,"Shop 4, 696 New Cleveland Road",Gumdale,Eastern,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/02/16 14:20,2011/01/25 14:49,1,,-27.4905,153.153
566,Wishart Village News,"Shop 3, 590 Mt Gravatt-Capalaba Road",Wishart,Brisbane South,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/02/16 14:28,2010/10/06 10:59,1,,-27.5483,153.108
567,Bond University Bookshop,"Shop 5-6, Commercial Centre, Bond University",Robina,Gold Coast,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/02/16 17:54,2011/01/18 09:31,1,,-28.0465,153.409
568,Nambour News and Casket,"Centenary Square, Currie St",Nambour,Sunshine Coast,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/02/16 17:56,2010/10/05 12:05,1,,-26.6278,152.959
569,Newsxpress Noosaville,"Shop 2, 199 Gympie Terrace ",Noosaville,Sunshine Coast,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/02/16 17:58,2010/10/05 12:15,1,,-26.3986,153.062
570,Nextra Beenleigh Marketplace,"Shop 31, Beenleigh Marketplace, George Street",Beenleigh,Southern,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/02/19 08:50,2010/09/23 11:35,1,,-27.7162,153.201
571,Greenbank Plaza News,"Shop 3, 15 Pub Lane",Greenbank,Southern,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/02/19 08:51,2010/09/30 12:15,1,,-27.7383,152.983
572,Yeronga News,"Shop 3, Yeronga Village, 429 Fairfield Road",Yeronga,Brisbane South,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/02/19 08:52,2010/10/06 11:13,1,,-27.5163,153.017
573,Metropolitan South Institute of TAFE - Mt Gravatt Campus,"Customer Service Centre, F block, 1030 Cavendish Road",Mount Gravatt,Brisbane South,retailer,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,2010/03/02 09:27,2012/08/20 17:53,1,,-27.5253,153.091
574,Metropolitan South Institute of TAFE - Loganlea Campus,"Customer Service Centre, B Block, Armstrong Road",Meadowbrook,Southern,retailer,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,2010/03/02 09:29,2012/09/17 11:38,2,,-27.6706,153.144
